,UserID,NewRating,OldRating,User,ReviewDate,Review,ReviewHelpful
91,92,5.0,9.0,Jmorvay,2023-06-22,Another gorgeous story from Pixar.  As a first generation kid of immigrants I really related to the characters and their experiences.  The subtle cues about trying to fit in among a world that’s not so welcoming were really well conceived.,1
92,93,1.0,2.0,TinyInfinity6,2023-06-22,Very forgettable. The whole movie feels like it was made out of obligation to fulfill the yearly Pixar movie quota rather than an interest in exploring an idea or characters. So much of the runtime is dedicated to cut-away gags that are,3
93,94,4.0,7.0,Manga15Artwork,2023-06-21,"I highly enjoyed the movie. First, I would like to praise the two voice actors who voiced the two main characters: Leah Lewis and Mamoudou Athie. I think they helped make the characters stand out and express their emotions well to where it",1
94,95,1.0,1.0,GusFrabbs,2023-06-21,"This movie is like a mother trying to make her son to eat brussel sprouts because ""it's good for your health"" without realizíng the brussels was from a crop contaminated with e.coli",5
95,96,1.0,1.0,Evilivan,2023-06-21,Pixar pushing dubious political messenging in shows destined for young kids. This is not entertainment any more.,5
96,97,5.0,10.0,theirrelephants,2023-06-20,"This is possibly the best ""children's film"" I have seen in ages, and before you disagree please read the rest of this review since I know most people here will hate it for completely understandable reasons.First off, while the movie",1
97,98,1.0,1.0,TedAllfinch,2023-06-20,"Woke garbage. So in other words, this is your standard modern Disney movie.",6
98,99,4.0,7.0,Pib,2023-06-20,"Pros- The characters are likeable and the chemistry between them works. I like the worldbuilding as we explore the different parts of element city. Ember is relatable to peopke who have similar issues. Wade is a good contrast to Ember,being able to be a foil to help her in her character arc. The visuals are spectacular and colorful. Cons-The story is decent but unfocused at times. I personally think Wade should have died so that the emotional impact of Wade's love for her would have been intensified. The film is not that bad,but not as impressive when compared to Guardians of the galaxy vol.3 and Puss in boots:the last wish.",0
99,100,1.0,1.0,arostislavna,2023-06-20,"They portray all the elements as a ""diverse"" cast of races andor sexualities but it produces a racist, xenophobic plot in which the cast can't mingle or bond because they'll do harm to one another in certain instances.This is not a ""good""",8
100,101,4.0,7.0,VeeshalReviews2,2023-06-20,"Not a bad movie! It's not as bad as I thought it would be. The animation is visually spectacular, and the story is fine, but the pacing is quite fast. This is of course, unexpected from Pixar as they make the BEST animated films of all time,",0
101,102,1.0,1.0,ScreenS,2023-06-20,Pixar hates you and everything decent in the world. Don’t support them anymore as this is now the norm.,6
102,103,4.0,7.0,TVJerry,2023-06-20,"This animated drama takes place in Element City, where fire, water, earth and air live side-by-side, but not together. When a fire family immigrates to the city, Ember, the daughter, befriends a young water guy, Wade. This cultural conflict",3
